"amenity","latitude","longitude","type"
"Aft Pasir Ris Ind Dr 1",1.38079643249512,103.934661865234,"Bus Stop"
"Blk 740",1.37837171554565,103.936187744141,"Bus Stop"
"Blk 738",1.37889754772186,103.935966491699,"Bus Stop"
"Bet Blks 771/772",1.37581956386566,103.936866760254,"Bus Stop"
"Opp Blks 771/772",1.37554669380188,103.937538146973,"Bus Stop"
"Blk 562",1.36789608001709,103.950088500977,"Bus Stop"
"Aft Loyang Gdns",1.37740659713745,103.957084655762,"Bus Stop"
"Pasir Ris Pr Sch",1.37308466434479,103.963729858398,"Bus Stop"
"Opp Pasir Ris Pr Sch",1.37321805953979,103.963989257812,"Bus Stop"
"Opp Greenview Sec Sch",1.36970102787018,103.96411895752,"Bus Stop"
"Lighthouse",1.37824094295502,103.959548950195,"Bus Stop"
"Opp Lighthouse",1.37802112102509,103.959365844727,"Bus Stop"
"Opp Ripple Bay",1.37865829467773,103.96061706543,"Bus Stop"
"Ripple Bay",1.3786187171936,103.960960388184,"Bus Stop"
"Casa Pasir Ris",1.37922251224518,103.963836669922,"Bus Stop"
"Opp Loyang Townhse",1.37923562526703,103.964263916016,"Bus Stop"
"Lor 1 Geylang Ter",1.31116425991058,103.872161865234,"Bus Stop"
"Aft Padang Jeringau",1.30972719192505,103.867378234863,"Bus Stop"
"Bef Kg Bugis",1.30941879749298,103.867538452148,"Bus Stop"
"Kallang Stn",1.31107699871063,103.871315002441,"Bus Stop"
"Aft Sims Way",1.31077706813812,103.873634338379,"Bus Stop"
"Aft Lor 1 Geylang",1.31251502037048,103.873260498047,"Bus Stop"
"Opp Mohd Salleh Mque",1.31214702129364,103.877151489258,"Bus Stop"
"Yi Xiu Fty Bldg",1.31380009651184,103.876556396484,"Bus Stop"
"Bef Lor 18 Geylang",1.31274485588074,103.880805969238,"Bus Stop"
"Bef Lor 23 Geylang",1.31489777565002,103.880950927734,"Bus Stop"
"Kallang Stn/Opp Blk 2c",1.31251931190491,103.871536254883,"Bus Stop"
"Opp Kallang Stn/Blk 2c",1.31324470043182,103.871429443359,"Bus Stop"
"Bef Geylang Rd",1.30987143516541,103.875518798828,"Bus Stop"
"Aft Geylang Rd",1.30992066860199,103.875999450684,"Bus Stop"
"Opp S.a. Deaf",1.30711829662323,103.879890441895,"Bus Stop"
"S.a. Deaf",1.30749642848969,103.879806518555,"Bus Stop"
"Opp Nicoll Highway Stn",1.3003271818161,103.862457275391,"Bus Stop"
"Nicoll Highway Stn",1.30070543289185,103.863357543945,"Bus Stop"
"Cp F",1.30084073543549,103.877151489258,"Bus Stop"
"Opp Cp F",1.30059409141541,103.877128601074,"Bus Stop"
"Kallang Squash Ctr",1.30508434772491,103.879699707031,"Bus Stop"
"Opp Kallang Squash Ctr",1.30503737926483,103.881080627441,"Bus Stop"
"Opp S'pore Indoor Stadium",1.30160892009735,103.87540435791,"Bus Stop"
"S'pore Indoor Stadium",1.30155837535858,103.875137329102,"Bus Stop"
"Opp Natl Stadium",1.30712807178497,103.875480651855,"Bus Stop"
"Natl Stadium",1.30674386024475,103.875267028809,"Bus Stop"
"Blk 45",1.31728971004486,103.878105163574,"Bus Stop"
"Bef Blk 53",1.31846356391907,103.880508422852,"Bus Stop"
"Blk 49 Mkt/Fc",1.31693637371063,103.879859924316,"Bus Stop"
"Aft Lor 14 Geylang",1.31009483337402,103.879928588867,"Bus Stop"
"Aft Chen Li Presby Ch",1.30989503860474,103.879890441895,"Bus Stop"
"Bef Sims Ave",1.31501448154449,103.878364562988,"Bus Stop"
"Opp Mountbatten Stn",1.30511403083801,103.883117675781,"Bus Stop"
"Mountbatten Stn Exit B",1.30514907836914,103.883422851562,"Bus Stop"
"Sims Pl Ter",1.31607496738434,103.879325866699,"Bus Stop"
"Opp Blk 82",1.31954836845398,103.871971130371,"Bus Stop"
"Bef Blk 19",1.31643331050873,103.873489379883,"Bus Stop"
"Aft Geylang West Cc",1.31723129749298,103.872985839844,"Bus Stop"
"Blk 3b",1.31443333625793,103.872596740723,"Bus Stop"
"Geylang West Cc",1.31484293937683,103.872619628906,"Bus Stop"
"Aft Aljunied Stn",1.31532323360443,103.883354187012,"Bus Stop"
"Sims Ville",1.31662344932556,103.890335083008,"Bus Stop"
"Opp Lor 39 Geylang",1.31471312046051,103.890846252441,"Bus Stop"
"Opp Aljunied Stn",1.31621670722961,103.881683349609,"Bus Stop"
"Opp Blk 105",1.31935334205627,103.881729125977,"Bus Stop"
"Cisco Ctr",1.32111525535583,103.891525268555,"Bus Stop"
"Opp Cisco Ctr",1.3209136724472,103.891174316406,"Bus Stop"
"Paya Lebar Stn Exit B",1.31860244274139,103.892120361328,"Bus Stop"
"Paya Lebar Stn Exit C",1.31856727600098,103.891693115234,"Bus Stop"
"Paya Lebar Stn Exit D",1.31631147861481,103.89217376709,"Bus Stop"
"Opp Grandlink Sq",1.3143150806427,103.892219543457,"Bus Stop"
"Grandlink Sq",1.31435322761536,103.891914367676,"Bus Stop"
"Versailles Condo",1.31200802326202,103.890357971191,"Bus Stop"
"Kong Hwa Sch",1.31153309345245,103.887847900391,"Bus Stop"
"Opp Kong Hwa Sch",1.31167876720428,103.887413024902,"Bus Stop"
"Opp Blk 56",1.31078374385834,103.88313293457,"Bus Stop"
"Blk 39",1.30751705169678,103.885009765625,"Bus Stop"
"Blk 22",1.30726087093353,103.884910583496,"Bus Stop"
"Dakota Stn Exit A/Blk 99",1.30845546722412,103.888473510742,"Bus Stop"
"Dakota Stn Exit B/Blk 60",1.30821311473846,103.888511657715,"Bus Stop"
"Aft Old Airport Rd",1.30913162231445,103.891799926758,"Bus Stop"
"Bef Old Airport Rd",1.30862939357758,103.890632629395,"Bus Stop"
"Opp Geylang Meth Sec Sch",1.31869304180145,103.883003234863,"Bus Stop"
"Geylang Meth Pr Sch",1.31843614578247,103.884300231934,"Bus Stop"
"Geylang Polyclinic",1.31904661655426,103.886665344238,"Bus Stop"
"Opp Geylang Polyclinic",1.31877136230469,103.886688232422,"Bus Stop"
"Opp Blk 1015",1.31976330280304,103.890151977539,"Bus Stop"
"Blk 1015",1.31946110725403,103.890190124512,"Bus Stop"
"Opp Kh Plaza",1.31389307975769,103.881896972656,"Bus Stop"
"Aft Tg Katong Cplx",1.31736958026886,103.894798278809,"Bus Stop"
"Blk 14 Mkt/Fc",1.31569838523865,103.89559173584,"Bus Stop"
"Joo Chiat Cplx",1.31634175777435,103.898918151855,"Bus Stop"
"Opp Tg Katong Rd Sth P/G",1.30124199390411,103.897453308105,"Bus Stop"
"Eunos Stn/ Int",1.31876158714294,103.902267456055,"Bus Stop"
"Aft Lor 106 Changi",1.31709539890289,103.902954101562,"Bus Stop"
"Opp Tg Katong Girls' Sch",1.30725336074829,103.895408630371,"Bus Stop"
"Tg Katong Girls' Sch",1.30801117420197,103.895195007324,"Bus Stop"
"Aft Dunman Rd",1.31037282943726,103.89412689209,"Bus Stop"
"Aft Ipoh Lane",1.31086361408234,103.894302368164,"Bus Stop"
"Aft Queen Of Peace Ch",1.31264662742615,103.894111633301,"Bus Stop"
"Cdac Bldg",1.31299459934235,103.894271850586,"Bus Stop"
"Opp Tg Katong Cplx",1.31611931324005,103.893798828125,"Bus Stop"
"Tg Katong Cplx",1.31619215011597,103.894088745117,"Bus Stop"
"Dunman View",1.30965149402618,103.896575927734,"Bus Stop"
"Tg Katong Sec Sch",1.30943465232849,103.896606445312,"Bus Stop"
"Opp Maranatha Hall",1.30955982208252,103.900352478027,"Bus Stop"
"Maranatha Hall",1.30938971042633,103.899368286133,"Bus Stop"
"Aft Koon Seng Rd",1.31084215641022,103.902481079102,"Bus Stop"
"Bef Koon Seng Rd",1.31101369857788,103.9013671875,"Bus Stop"
"Bef Joo Chiat Pl",1.31310617923737,103.900909423828,"Bus Stop"
"Aft Tembeling Rd",1.31327021121979,103.900497436523,"Bus Stop"
"Bef Mangis Rd",1.31382620334625,103.90306854248,"Bus Stop"
"Joo Chiat Ct",1.31383216381073,103.90453338623,"Bus Stop"
"Flora East",1.31422805786133,103.905891418457,"Bus Stop"
"Blk 3a",1.31760513782501,103.89900970459,"Bus Stop"
"Kg Ubi Cc",1.31753158569336,103.900527954102,"Bus Stop"
"Opp City Plaza",1.3142009973526,103.893676757812,"Bus Stop"
"Casa Sarina",1.31971490383148,103.907257080078,"Bus Stop"
"Aft Kg Eunos",1.31774425506592,103.906349182129,"Bus Stop"
"Opp Hong San Si Tp",1.3202702999115,103.910003662109,"Bus Stop"
"Bef Lor 110 Changi",1.31848978996277,103.910018920898,"Bus Stop"
"The Buddhist Union",1.32120132446289,103.914855957031,"Bus Stop"
"Opp Perpetual Succour Ch",1.32138693332672,103.917366027832,"Bus Stop"
"Aft Perpetual Succour Ch",1.32076382637024,103.918106079102,"Bus Stop"
"Opp Eunos Stn",1.32135677337646,103.905372619629,"Bus Stop"
"Blk 17",1.32346856594086,103.9052734375,"Bus Stop"
"Opp Blk 16",1.32306969165802,103.905609130859,"Bus Stop"
"Bef Lor K Telok Kurau",1.3126083612442,103.910636901855,"Bus Stop"
"Aft Ji Xiang Ct",1.313063621521,103.910614013672,"Bus Stop"
"Aft Lor H Telok Kurau",1.31631135940552,103.909080505371,"Bus Stop"
"Aft Joo Chiat Pl",1.31451141834259,103.909973144531,"Bus Stop"
"Aft Lor G Telok Kurau",1.3176361322403,103.908447265625,"Bus Stop"
"Aft Changi Rd",1.31745755672455,103.908752441406,"Bus Stop"
"Parkway East Hosp",1.31488001346588,103.909118652344,"Bus Stop"
"Opp Parkway East Hosp",1.31480348110199,103.909477233887,"Bus Stop"
"Bef Still Rd",1.31428122520447,103.906867980957,"Bus Stop"
"Bef Roseburn Ave",1.31473636627197,103.919006347656,"Bus Stop"
"Aft Siglap Dr",1.31460440158844,103.919227600098,"Bus Stop"
"Aft Bethesda Frankel Ch",1.31662344932556,103.917556762695,"Bus Stop"
"Bef Bethesda Frankel Ch",1.31683969497681,103.917495727539,"Bus Stop"
"Bef Frankel Dr",1.31729912757874,103.915977478027,"Bus Stop"
"Aft Frankel Dr",1.31733644008636,103.916282653809,"Bus Stop"
"Bef Frankel Ave",1.31587374210358,103.919128417969,"Bus Stop"
"Bef Carlton Ave",1.31661260128021,103.920837402344,"Bus Stop"
"Bef Siglap Dr",1.31726813316345,103.922142028809,"Bus Stop"
"Opp Cheviot Hill",1.31695973873138,103.922462463379,"Bus Stop"
"Flamingo Valley",1.317866563797,103.921745300293,"Bus Stop"
"Bef Jln Khairuddin",1.31923830509186,103.921997070312,"Bus Stop"
"Opera Est Pr Sch",1.3190690279007,103.924247741699,"Bus Stop"
"Opp Opera Est Pr Sch",1.31895101070404,103.923461914062,"Bus Stop"
"Aft Swan Lake Ave",1.31928968429565,103.925888061523,"Bus Stop"
"Aft Carmen St",1.31883084774017,103.925102233887,"Bus Stop"
"Bef Tosca St",1.31965172290802,103.927017211914,"Bus Stop"
"Aft East Coast Rd",1.30887162685394,103.908180236816,"Bus Stop"
"Aft Still Lane",1.31045484542847,103.908065795898,"Bus Stop"
"Aft Lor Nangka",1.31241965293884,103.906929016113,"Bus Stop"
"Aft Lor J Telok Kurau",1.31268835067749,103.90714263916,"Bus Stop"
"Opp Kembangan Stn",1.32198643684387,103.913795471191,"Bus Stop"
"Kg Kembangan Cc",1.32349514961243,103.912719726562,"Bus Stop"
"Grosvenor View",1.32765579223633,103.912132263184,"Bus Stop"
"Hua Yu Mans",1.32850778102875,103.914497375488,"Bus Stop"
"Aft Jln Paras",1.32624566555023,103.915382385254,"Bus Stop"
"Bef Jln Kembangan",1.32466781139374,103.914520263672,"Bus Stop"
"Chai Chee Ind Pk",1.32257747650146,103.922332763672,"Bus Stop"
"Opp Chai Chee Ind Pk",1.32221972942352,103.922622680664,"Bus Stop"
"Opp Blk 32",1.32295310497284,103.925178527832,"Bus Stop"
"Bedok Stn Exit B",1.32428288459778,103.930038452148,"Bus Stop"
"Bedok Stn Exit A",1.32353639602661,103.928863525391,"Bus Stop"
"Blk 221a",1.32469046115875,103.934684753418,"Bus Stop"
"Bedok Sports Cplx",1.3253185749054,103.939582824707,"Bus Stop"
"The Tanamera Condo",1.325847864151,103.942230224609,"Bus Stop"
"Siglap Cc/Opp Blk 71",1.32099306583405,103.943252563477,"Bus Stop"
"Opp Blk 40",1.3204380273819,103.940223693848,"Bus Stop"
"Opp Blk 49",1.32298195362091,103.944213867188,"Bus Stop"
"Temasek Jc",1.3195880651474,103.935745239258,"Bus Stop"
"Opp Temasek Jc",1.31968903541565,103.935066223145,"Bus Stop"
"Aft Bedok Sth Ave 1",1.31848311424255,103.931564331055,"Bus Stop"
"Fujitec S'pore Ltd",1.31875789165497,103.931587219238,"Bus Stop"
"Opp Panasonic",1.32141327857971,103.927574157715,"Bus Stop"
"Panasonic",1.32132828235626,103.92781829834,"Bus Stop"
"Opp Lion Hme For Elders",1.32021713256836,103.938171386719,"Bus Stop"
"Lion Hme For Elders",1.32047939300537,103.93839263916,"Bus Stop"
"Casafina",1.31657004356384,103.93334197998,"Bus Stop"
"Opp Casafina/Temasek Jc",1.31664967536926,103.933036804199,"Bus Stop"
"Blk 220 Cp",1.32566320896149,103.935340881348,"Bus Stop"
"Opp Blk 220 Cp",1.32553279399872,103.935554504395,"Bus Stop"
"Bedok Resvr Stn Exit A",1.33660054206848,103.933090209961,"Bus Stop"
"Bedok Resvr Stn Exit B",1.33702516555786,103.933334350586,"Bus Stop"
"Blk 81",1.32861387729645,103.940048217773,"Bus Stop"
"Blk 99",1.33346831798553,103.938835144043,"Bus Stop"
"Blk 88",1.33328807353973,103.939109802246,"Bus Stop"
"St. Anthony's Cano Sch",1.33421993255615,103.94172668457,"Bus Stop"
"Blk 95",1.33402335643768,103.941848754883,"Bus Stop"
"Aft Bedok Ind Pk E",1.33656311035156,103.94401550293,"Bus Stop"
"Aft Bedok Nth St 5",1.33664155006409,103.944396972656,"Bus Stop"
"Bedok Nth Depot",1.33800077438354,103.94750213623,"Bus Stop"
"Opp Kg Chai Chee Cc",1.32782137393951,103.926567077637,"Bus Stop"
"Kg Chai Chee Cc",1.3280280828476,103.926872253418,"Bus Stop"
"Blk 521",1.32999873161316,103.927314758301,"Bus Stop"
"Blk 428",1.32980561256409,103.927711486816,"Bus Stop"
"Opp Blk 416",1.32898831367493,103.930999755859,"Bus Stop"
"Opp Fengshan Pr Sch",1.33110344409943,103.931983947754,"Bus Stop"
"Fengshan Pr Sch",1.33091747760773,103.932334899902,"Bus Stop"
"Bedok Ctrl Po",1.32766556739807,103.934097290039,"Bus Stop"
"Opp Bedok Ctrl Po",1.32787704467773,103.934074401855,"Bus Stop"
"Opp Blk 546",1.33041501045227,103.926452636719,"Bus Stop"
"Blk 534",1.3327499628067,103.924476623535,"Bus Stop"
"Blk 3014",1.33513641357422,103.950225830078,"Bus Stop"
"Opp Blk 3014",1.33474731445312,103.950241088867,"Bus Stop"
"Blk 509",1.33322167396545,103.931549072266,"Bus Stop"
"Bedok Nth Stn Exit A",1.33643889427185,103.917984008789,"Bus Stop"
"Bet Blks 705/706",1.33522832393646,103.918449401855,"Bus Stop"
"Blk 703",1.3375152349472,103.919731140137,"Bus Stop"
"Aft Bedok Ind Pk C",1.33753168582916,103.915328979492,"Bus Stop"
"Bedok Nth Stn Exit B",1.33503425121307,103.918518066406,"Bus Stop"
"Opp Blk 42",1.32720172405243,103.925117492676,"Bus Stop"
"Opp Blks 50/51",1.32833302021027,103.922874450684,"Bus Stop"
"Aft Chai Chee St",1.32584774494171,103.919486999512,"Bus Stop"
"Opp Bedok Sth Npc",1.3238068819046,103.919448852539,"Bus Stop"
"Bef New Upp Changi Rd",1.32311272621155,103.919540405273,"Bus Stop"
"Sbst Bedok Bus Pk",1.3377480506897,103.946990966797,"Bus Stop"
"Opp Sbst Bedok Bus Pk",1.33772611618042,103.946464538574,"Bus Stop"
"Opp Waterfront Isle",1.33922469615936,103.927955627441,"Bus Stop"
"Waterfront Isle",1.33896505832672,103.927467346191,"Bus Stop"
"Opp Blk 716",1.3383150100708,103.924919128418,"Bus Stop"
"Opp Waterfront Waves",1.33879280090332,103.929481506348,"Bus Stop"
"Blk 24",1.32460606098175,103.922996520996,"Bus Stop"
"Opp Blk 24",1.32477807998657,103.923149108887,"Bus Stop"
"Aft Blk 156",1.31759333610535,103.945098876953,"Bus Stop"
"Opp Blk 156",1.31804311275482,103.944763183594,"Bus Stop"
"Opp Blk 150",1.33644330501556,103.912422180176,"Bus Stop"
"Eastwood Ctr",1.32128834724426,103.955345153809,"Bus Stop"
"Country Pk",1.32190310955048,103.954681396484,"Bus Stop"
"Aft Bedok Meth Ch",1.32261800765991,103.954299926758,"Bus Stop"
"Excelsior Gdns",1.32501113414764,103.952323913574,"Bus Stop"
"Opp Excelsior Gdns",1.32442498207092,103.952987670898,"Bus Stop"
"Man Fatt Lam Tp",1.32646465301514,103.951164245605,"Bus Stop"
"Opp Man Fatt Lam Tp",1.32671999931335,103.951248168945,"Bus Stop"
"Aft Jln Chempaka Kuning",1.32956969738007,103.948799133301,"Bus Stop"
"Bef Jln Chempaka Kuning",1.32950222492218,103.949066162109,"Bus Stop"
"Opp Bedok Mkt Pl",1.33150494098663,103.947357177734,"Bus Stop"
"Bedok Mkt Pl",1.33172428607941,103.947410583496,"Bus Stop"
"Bef Changi Fire Stn",1.33407652378082,103.949851989746,"Bus Stop"
"Flextronic",1.33394885063171,103.950149536133,"Bus Stop"
"Bef Jln Pari Burong",1.33292329311371,103.947196960449,"Bus Stop"
"Tanah Merah Stn Exit B",1.32754909992218,103.946357727051,"Bus Stop"
"Tanah Merah Stn Exit A",1.32684433460236,103.94645690918,"Bus Stop"
"Aft Bedok Rd",1.3293149471283,103.950714111328,"Bus Stop"
"Bef Bedok Rd",1.3294552564621,103.951347351074,"Bus Stop"
"Bef Tg Rhu View",1.29711282253265,103.869247436523,"Bus Stop"
"Opp S'pore Swim Club",1.29765939712524,103.879173278809,"Bus Stop"
"S'pore Swim Club",1.29757857322693,103.879104614258,"Bus Stop"
"Opp Costa Rhu Condo",1.29760718345642,103.867324829102,"Bus Stop"
"Etonhouse Pre-Sch",1.30100297927856,103.886512756348,"Bus Stop"
"Bef Fort Rd",1.30069804191589,103.886436462402,"Bus Stop"
"Bet Hse No. 767/767a",1.3006078004837,103.892570495605,"Bus Stop"
"Bef Walton Rd",1.30061888694763,103.893043518066,"Bus Stop"
"Bef Tg Katong Rd",1.30171310901642,103.895988464355,"Bus Stop"
"Bef Kg Kayu Rd",1.30314981937408,103.884368896484,"Bus Stop"
"Bef Wilkinson Rd",1.30320978164673,103.884719848633,"Bus Stop"
"Tg Katong Flyover",1.29607141017914,103.896690368652,"Bus Stop"
"Opp Parkway Parade",1.3032728433609,103.905830383301,"Bus Stop"
"Chij Katong Convent (Pr)",1.30585300922394,103.910598754883,"Bus Stop"
"Tao Nan Sch",1.30566310882568,103.911003112793,"Bus Stop"
"St. Patrick's Sec Sch",1.3075133562088,103.917541503906,"Bus Stop"
"Chij Katong Convent",1.30719172954559,103.91764831543,"Bus Stop"
"Katong Shop Ctr",1.30370247364044,103.901290893555,"Bus Stop"
"Opp Katong Shop Ctr",1.30356597900391,103.901458740234,"Bus Stop"
"Opp Roxy Sq",1.30477654933929,103.902931213379,"Bus Stop"
"Roxy Sq",1.30444502830505,103.902770996094,"Bus Stop"
"Katong Omega Apt",1.30878114700317,103.910888671875,"Bus Stop"
"Opp Katong Omega Apt",1.30853974819183,103.910629272461,"Bus Stop"
"Nafa Arts Kindergarten",1.30939543247223,103.914283752441,"Bus Stop"
"Christ Meth Ch",1.30980288982391,103.916023254395,"Bus Stop"
"St. Patrick's Sch",1.30976331233978,103.916557312012,"Bus Stop"
"Aft Katong Po",1.30379998683929,103.89656829834,"Bus Stop"
"Bef Katong Po",1.30446124076843,103.896560668945,"Bus Stop"
"Marshall Lane",1.30837869644165,103.903045654297,"Bus Stop"
"Aft Duku Rd",1.30803620815277,103.903495788574,"Bus Stop"
"Opp 112 Katong",1.30476474761963,103.905921936035,"Bus Stop"
"Opp Cp C3",1.30244827270508,103.914710998535,"Bus Stop"
"Aft Cp C4",1.3028199672699,103.91650390625,"Bus Stop"
"Aft Lor M Telok Kurau",1.31117248535156,103.911239624023,"Bus Stop"
"Aft Jln Baiduri",1.3110100030899,103.911476135254,"Bus Stop"
"Chij Katong Convent (Sec)",1.30595636367798,103.9169921875,"Bus Stop"
"Opp Parkland Green",1.30003666877747,103.90625,"Bus Stop"
"Opp P/G @ Big Splash",1.29798114299774,103.900520324707,"Bus Stop"
"Opp D'ecosia",1.30611002445221,103.909530639648,"Bus Stop"
"D'ecosia",1.30642831325531,103.909645080566,"Bus Stop"
"Marine Cove",1.30179667472839,103.912826538086,"Bus Stop"
"East Coast Apts",1.30827856063843,103.91268157959,"Bus Stop"
"Opp Neptune Ct",1.30822968482971,103.921516418457,"Bus Stop"
"Neptune Ct",1.3078761100769,103.921119689941,"Bus Stop"
"Opp Mandarin Gdns",1.30867767333984,103.924270629883,"Bus Stop"
"Mandarin Gdns",1.30851459503174,103.924713134766,"Bus Stop"
"Hua Xin Ct",1.31120681762695,103.933403015137,"Bus Stop"
"Lagoon View",1.31073021888733,103.932983398438,"Bus Stop"
"Aft Dunbar Wk",1.31065440177917,103.918670654297,"Bus Stop"
"Aft Jln Buloh Perindu",1.3107613325119,103.919311523438,"Bus Stop"
"Bef Siglap Rd",1.31199514865875,103.922607421875,"Bus Stop"
"Aft Siglap Rd",1.31168937683105,103.922401428223,"Bus Stop"
"Crescendo Bldg",1.3129301071167,103.926345825195,"Bus Stop"
"Opp Springvale",1.31250500679016,103.925025939941,"Bus Stop"
"Siglap Sth Cc",1.3139044046402,103.931709289551,"Bus Stop"
"Aft Coldstream Ave",1.31261777877808,103.919898986816,"Bus Stop"
"Bef Frankel Pl",1.31278669834137,103.919982910156,"Bus Stop"
"Bef Elite Pk Ave",1.31451284885406,103.922782897949,"Bus Stop"
"Aft Elite Pk Ave",1.31431984901428,103.922981262207,"Bus Stop"
"Opp Sekolah Indonesia",1.31088507175446,103.924987792969,"Bus Stop"
"Bef Sekolah Indonesia",1.3113579750061,103.924812316895,"Bus Stop"
"Opp Eastern Lagoon Ii",1.3127783536911,103.934158325195,"Bus Stop"
"Eastern Lagoon Ii",1.31278645992279,103.933853149414,"Bus Stop"
"Siglap Link",1.30742049217224,103.92781829834,"Bus Stop"
"Opp Cable Ski Pk",1.30788660049438,103.933776855469,"Bus Stop"
"Cable Ski Pk",1.30775475502014,103.93132019043,"Bus Stop"
"Bef Cp E1",1.30651831626892,103.92790222168,"Bus Stop"
"Bef Cp D5",1.30594313144684,103.927116394043,"Bus Stop"
"Opp Cp D3",1.30510330200195,103.924179077148,"Bus Stop"
"Cp D3",1.30480182170868,103.923454284668,"Bus Stop"
"Opp Cp C4",1.30333971977234,103.917930603027,"Bus Stop"
"Opp Victoria Jc",1.30365169048309,103.919555664062,"Bus Stop"
